food_label,years,unit,amount
"Edible offals of horses and other equines,  fresh, chilled or frozen",2000,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2001,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2002,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2003,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2004,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2005,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2006,t,336.34
"Edible offals of horses and other equines,  fresh, chilled or frozen",2007,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2008,t,402.67
"Edible offals of horses and other equines,  fresh, chilled or frozen",2009,t,417.54
"Edible offals of horses and other equines,  fresh, chilled or frozen",2010,t,432.04
"Edible offals of horses and other equines,  fresh, chilled or frozen",2011,t,446.2
"Edible offals of horses and other equines,  fresh, chilled or frozen",2012,t,460.04
"Edible offals of horses and other equines,  fresh, chilled or frozen",2013,t,473.6
"Edible offals of horses and other equines,  fresh, chilled or frozen",2014,t,483.25
"Edible offals of horses and other equines,  fresh, chilled or frozen",2015,t,513.54
"Edible offals of horses and other equines,  fresh, chilled or frozen",2016,t,528.66
"Edible offals of horses and other equines,  fresh, chilled or frozen",2017,t,543.65
"Edible offals of horses and other equines,  fresh, chilled or frozen",2018,t,558.52
"Edible offals of horses and other equines,  fresh, chilled or frozen",2019,t,573.27
"Edible offals of horses and other equines,  fresh, chilled or frozen",2020,t,587.88
"Edible offals of horses and other equines,  fresh, chilled or frozen",2021,t,602.33
"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,t,616.61
"Edible offals of horses and other equines,  fresh, chilled or frozen",2023,t,605.28
"Eggs from other birds in shell, fresh, n.e.c.",2000,t,15300.0
"Eggs from other birds in shell, fresh, n.e.c.",2001,t,17189.0
"Eggs from other birds in shell, fresh, n.e.c.",2002,t,17935.0
"Eggs from other birds in shell, fresh, n.e.c.",2003,t,18110.0
"Eggs from other birds in shell, fresh, n.e.c.",2004,t,16325.0
"Eggs from other birds in shell, fresh, n.e.c.",2005,t,16000.0
"Eggs from other birds in shell, fresh, n.e.c.",2006,t,16648.0
"Eggs from other birds in shell, fresh, n.e.c.",2007,t,13926.0
"Eggs from other birds in shell, fresh, n.e.c.",2008,t,13378.0
"Eggs from other birds in shell, fresh, n.e.c.",2009,t,13000.0
"Eggs from other birds in shell, fresh, n.e.c.",2010,t,13000.0
"Eggs from other birds in shell, fresh, n.e.c.",2011,t,16000.0
"Eggs from other birds in shell, fresh, n.e.c.",2012,t,15000.0
"Eggs from other birds in shell, fresh, n.e.c.",2013,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2014,t,15000.0
"Eggs from other birds in shell, fresh, n.e.c.",2015,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2016,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2017,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2018,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2019,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2020,t,11000.0
"Eggs from other birds in shell, fresh, n.e.c.",2021,t,11000.0
"Eggs from other birds in shell, fresh, n.e.c.",2022,t,8000.0
"Eggs from other birds in shell, fresh, n.e.c.",2023,t,8000.0
Fat of pigs,2000,t,56778.95
Fat of pigs,2001,t,49073.68
Fat of pigs,2002,t,48884.21
Fat of pigs,2003,t,45221.05
Fat of pigs,2004,t,44715.79
Fat of pigs,2005,t,44589.47
Fat of pigs,2006,t,43992.57
Fat of pigs,2007,t,46673.68
Fat of pigs,2008,t,46736.84
Fat of pigs,2009,t,45489.66
Fat of pigs,2010,t,47873.68
Fat of pigs,2011,t,50905.26
Fat of pigs,2012,t,52105.26
Fat of pigs,2013,t,52610.53
Fat of pigs,2014,t,54505.26
Fat of pigs,2015,t,56842.11
Fat of pigs,2016,t,58042.11
Fat of pigs,2017,t,57031.58
Fat of pigs,2018,t,58547.37
Fat of pigs,2019,t,60442.11
Fat of pigs,2020,t,62147.37
Fat of pigs,2021,t,65374.74
Fat of pigs,2022,t,65772.63
Fat of pigs,2023,t,58509.47
"Flax, raw or retted",2000,t,28000.0
"Flax, raw or retted",2001,t,25708.55
"Flax, raw or retted",2002,t,27178.6
"Flax, raw or retted",2003,t,22679.65
"Flax, raw or retted",2004,t,21330.31
"Flax, raw or retted",2005,t,19984.63
"Flax, raw or retted",2006,t,18000.0
"Flax, raw or retted",2007,t,17500.0
"Flax, raw or retted",2008,t,17472.1
"Flax, raw or retted",2009,t,16840.03
"Flax, raw or retted",2010,t,14499.0
"Flax, raw or retted",2011,t,13776.0
"Flax, raw or retted",2012,t,13825.0
"Flax, raw or retted",2013,t,14000.0
"Flax, raw or retted",2014,t,14987.2
"Flax, raw or retted",2015,t,15320.17
"Flax, raw or retted",2016,t,14265.79
"Flax, raw or retted",2017,t,14857.72
"Flax, raw or retted",2018,t,14269.38
"Flax, raw or retted",2019,t,14464.3
"Flax, raw or retted",2020,t,14530.47
"Flax, raw or retted",2021,t,14421.38
"Flax, raw or retted",2022,t,14472.05
"Flax, raw or retted",2023,t,14500.0
"Game meat, fresh, chilled or frozen",2000,t,5001.34
"Game meat, fresh, chilled or frozen",2001,t,4984.75
"Game meat, fresh, chilled or frozen",2002,t,4968.2
"Game meat, fresh, chilled or frozen",2003,t,4951.68
"Game meat, fresh, chilled or frozen",2004,t,4933.79
"Game meat, fresh, chilled or frozen",2005,t,4916.88
"Game meat, fresh, chilled or frozen",2006,t,4900.05
"Game meat, fresh, chilled or frozen",2007,t,4883.22
"Game meat, fresh, chilled or frozen",2008,t,4866.41
"Game meat, fresh, chilled or frozen",2009,t,4849.61
"Game meat, fresh, chilled or frozen",2010,t,4832.81
"Game meat, fresh, chilled or frozen",2011,t,4800.0
"Game meat, fresh, chilled or frozen",2012,t,4809.6
"Game meat, fresh, chilled or frozen",2013,t,4804.54
"Game meat, fresh, chilled or frozen",2014,t,4789.15
"Game meat, fresh, chilled or frozen",2015,t,4763.32
"Game meat, fresh, chilled or frozen",2016,t,4736.81
"Game meat, fresh, chilled or frozen",2017,t,4713.91
"Game meat, fresh, chilled or frozen",2018,t,4695.6
"Game meat, fresh, chilled or frozen",2019,t,4667.29
"Game meat, fresh, chilled or frozen",2020,t,4647.03
"Game meat, fresh, chilled or frozen",2021,t,4645.38
"Game meat, fresh, chilled or frozen",2022,t,4632.82
"Game meat, fresh, chilled or frozen",2023,t,4620.27
Geese,2000,1000 An,153.0
Geese,2001,1000 An,160.0
Geese,2002,1000 An,140.0
Geese,2003,1000 An,135.0
Geese,2004,1000 An,139.0
Geese,2005,1000 An,164.0
Geese,2006,1000 An,180.0
Geese,2007,1000 An,114.0
Geese,2008,1000 An,112.0
Geese,2009,1000 An,115.0
Geese,2010,1000 An,123.0
Geese,2011,1000 An,111.0
Geese,2012,1000 An,92.0
Geese,2013,1000 An,86.0
Geese,2014,1000 An,103.0
Geese,2015,1000 An,150.0
Geese,2016,1000 An,159.0
Geese,2017,1000 An,165.0
Geese,2018,1000 An,162.0
Geese,2019,1000 An,148.0
Geese,2020,1000 An,140.0
Geese,2021,1000 An,119.0
Geese,2022,1000 An,130.0
Geese,2023,1000 An,125.0
Goats,2000,An,77164.0
Goats,2001,An,76218.0
Goats,2002,An,74784.0
Goats,2003,An,93380.0
Goats,2004,An,89000.0
Goats,2005,An,92000.0
Goats,2006,An,98000.0
Goats,2007,An,95000.0
Goats,2008,An,92000.0
Goats,2009,An,88000.0
Goats,2010,An,93000.0
Goats,2011,An,94000.0
Goats,2012,An,98000.0
Goats,2013,An,98000.0
Goats,2014,An,100000.0
Goats,2015,An,101000.0
Goats,2016,An,104000.0
Goats,2017,An,104000.0
Goats,2020,An,112000.0
Goats,2021,An,111000.0
Goats,2022,An,111000.0
Goats,2023,An,111000.0
Gooseberries,2000,t,1500.0
Gooseberries,2001,t,1380.0
Gooseberries,2002,t,1580.0
Gooseberries,2003,t,1610.0
Gooseberries,2004,t,1610.0
Gooseberries,2005,t,1610.0
Gooseberries,2006,t,1860.0
Gooseberries,2007,t,2300.0
Gooseberries,2008,t,2200.0
Gooseberries,2009,t,2600.0
Gooseberries,2010,t,2550.0
Gooseberries,2011,t,2498.31
Gooseberries,2012,t,2438.29
Gooseberries,2013,t,2491.06
Gooseberries,2014,t,2405.87
Gooseberries,2015,t,2160.09
Gooseberries,2016,t,2352.34
Gooseberries,2017,t,2306.1
Gooseberries,2018,t,2272.84
Gooseberries,2019,t,2310.43
Gooseberries,2020,t,2296.46
Gooseberries,2021,t,2293.24
Gooseberries,2022,t,2300.04
Gooseberries,2023,t,2296.58
Grapes,2000,t,1400.0
Grapes,2001,t,1484.0
Grapes,2002,t,1500.0
Grapes,2003,t,1200.0
Grapes,2004,t,1112.43
Grapes,2005,t,1110.58
Grapes,2006,t,1055.12
Grapes,2007,t,1000.0
Grapes,2008,t,929.86
Grapes,2009,t,870.65
Grapes,2010,t,792.93
Grapes,2011,t,729.02
Grapes,2012,t,665.11
Grapes,2013,t,601.2
Grapes,2014,t,531.13
Grapes,2015,t,470.38
Grapes,2016,t,534.23
Grapes,2017,t,511.91
Grapes,2018,t,505.51
Grapes,2019,t,517.22
Grapes,2020,t,511.55
Grapes,2021,t,511.42
Grapes,2022,t,513.4
Grapes,2023,t,512.12
"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2020,t,26586.48
"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2021,t,22025.76
"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2022,t,23915.59
"Hen eggs in shell, fresh",2000,t,568600.0
"Hen eggs in shell, fresh",2001,1000 An,51345.0
"Hen eggs in shell, fresh",2001,t,599250.0
"Hen eggs in shell, fresh",2002,t,595800.0
"Hen eggs in shell, fresh",2003,t,586700.0
"Hen eggs in shell, fresh",2004,t,620800.0
"Hen eggs in shell, fresh",2005,t,609000.0
"Hen eggs in shell, fresh",2006,t,594000.0
"Hen eggs in shell, fresh",2007,t,579245.0
"Hen eggs in shell, fresh",2008,t,600102.0
"Hen eggs in shell, fresh",2009,t,603000.0
"Hen eggs in shell, fresh",2010,t,658000.0
"Hen eggs in shell, fresh",2011,t,657000.0
"Hen eggs in shell, fresh",2012,t,643000.0
"Hen eggs in shell, fresh",2013,t,672000.0
"Hen eggs in shell, fresh",2014,t,680000.0
"Hen eggs in shell, fresh",2015,t,699000.0
"Hen eggs in shell, fresh",2016,t,722000.0
"Hen eggs in shell, fresh",2017,t,752000.0
"Hen eggs in shell, fresh",2018,t,777000.0
"Hen eggs in shell, fresh",2019,t,791000.0
"Hen eggs in shell, fresh",2020,t,774000.0
"Hen eggs in shell, fresh",2021,t,759100.0
"Hen eggs in shell, fresh",2022,t,705406.0
"Hen eggs in shell, fresh",2023,t,733400.0
Hop cones,2000,t,2700.0
Hop cones,2001,t,2500.0
Hop cones,2002,t,2550.0
Hop cones,2003,t,1950.0
Hop cones,2004,t,2110.0
Hop cones,2005,t,2110.0
Hop cones,2006,t,1381.0
Hop cones,2007,t,1500.0
Hop cones,2008,t,1312.3
Hop cones,2009,t,1250.55
Hop cones,2010,t,1084.94
Hop cones,2011,t,931.54
Hop cones,2012,t,778.14
Hop cones,2013,t,692.52
Hop cones,2014,t,427.61
Hop cones,2015,t,281.62
Hop cones,2016,t,467.25
Hop cones,2017,t,700.02
Hop cones,2018,t,914.02
Hop cones,2019,t,1292.9
Hop cones,2020,t,1323.67
Hop cones,2021,t,1126.94
Hop cones,2022,t,1120.44
Hop cones,2023,t,1124.89
"Horse meat, fresh or chilled",2000,t,3080.0
"Horse meat, fresh or chilled",2001,t,3080.0
"Horse meat, fresh or chilled",2002,t,3080.0
"Horse meat, fresh or chilled",2003,t,3080.0
"Horse meat, fresh or chilled",2004,t,3080.0
"Horse meat, fresh or chilled",2005,t,3080.0
"Horse meat, fresh or chilled",2006,t,3234.0
"Horse meat, fresh or chilled",2007,t,3080.0
"Horse meat, fresh or chilled",2008,t,3871.83
"Horse meat, fresh or chilled",2009,t,4014.84
"Horse meat, fresh or chilled",2010,t,4154.21
"Horse meat, fresh or chilled",2011,t,4290.34
"Horse meat, fresh or chilled",2012,t,4423.49
"Horse meat, fresh or chilled",2013,t,4553.88
"Horse meat, fresh or chilled",2014,t,4646.65
"Horse meat, fresh or chilled",2015,t,4937.89
"Horse meat, fresh or chilled",2016,t,5083.23
"Horse meat, fresh or chilled",2017,t,5227.4
"Horse meat, fresh or chilled",2018,t,5370.42
"Horse meat, fresh or chilled",2019,t,5512.22
"Horse meat, fresh or chilled",2020,t,5652.68
"Horse meat, fresh or chilled",2021,t,5791.64
"Horse meat, fresh or chilled",2022,t,5928.9
"Horse meat, fresh or chilled",2023,t,5819.96
Horses,2000,An,300000.0
Horses,2001,An,310000.0
Horses,2002,An,320000.0
Horses,2003,An,330000.0
Horses,2004,An,350000.0
Horses,2005,An,370000.0
Horses,2006,An,388000.0
Horses,2007,An,384000.0
Horses,2008,An,446915.0
Horses,2009,An,471895.0
Horses,2010,An,497016.0
Horses,2011,An,522285.0
Horses,2012,An,547708.0
Horses,2013,An,573293.0
Horses,2014,An,598879.0
Horses,2015,An,625993.0
Horses,2016,An,652237.0
Horses,2017,An,678676.0
Horses,2018,An,705320.0
Horses,2019,An,732180.0
Horses,2020,An,759269.0
Horses,2021,An,786598.0
Horses,2022,An,814183.0
Horses,2023,An,850000.0
Leeks and other alliaceous vegetables,2000,t,44300.0
Leeks and other alliaceous vegetables,2001,t,44300.0
Leeks and other alliaceous vegetables,2002,t,38000.0
Leeks and other alliaceous vegetables,2003,t,35900.0
Leeks and other alliaceous vegetables,2004,t,40200.0
Leeks and other alliaceous vegetables,2005,t,49700.0
Leeks and other alliaceous vegetables,2006,t,46300.0
Leeks and other alliaceous vegetables,2007,t,49100.0
Leeks and other alliaceous vegetables,2008,t,42590.0
Leeks and other alliaceous vegetables,2009,t,37200.0
Leeks and other alliaceous vegetables,2010,t,42400.0
Leeks and other alliaceous vegetables,2011,t,40700.0
Leeks and other alliaceous vegetables,2012,t,37358.0
Leeks and other alliaceous vegetables,2013,t,35053.0
Leeks and other alliaceous vegetables,2014,t,35506.0
Leeks and other alliaceous vegetables,2015,t,33949.0
Leeks and other alliaceous vegetables,2016,t,38816.0
Leeks and other alliaceous vegetables,2017,t,41956.0
Leeks and other alliaceous vegetables,2018,t,36714.0
Leeks and other alliaceous vegetables,2019,t,38328.65
Leeks and other alliaceous vegetables,2020,t,46525.06
Leeks and other alliaceous vegetables,2021,t,44729.19
Leeks and other alliaceous vegetables,2022,t,41801.67
Leeks and other alliaceous vegetables,2023,t,37912.18
Lettuce and chicory,2000,t,154500.0
Lettuce and chicory,2001,t,144800.0
Lettuce and chicory,2002,t,125900.0
Lettuce and chicory,2003,t,142200.0
Lettuce and chicory,2004,t,152700.0
Lettuce and chicory,2005,t,141100.0
Lettuce and chicory,2006,t,132600.0
Lettuce and chicory,2007,t,116100.0
Lettuce and chicory,2008,t,124170.0
Lettuce and chicory,2009,t,134300.0
Lettuce and chicory,2010,t,133900.0
Lettuce and chicory,2011,t,132400.0
Lettuce and chicory,2012,t,122900.0
Lettuce and chicory,2013,t,125800.0
Lettuce and chicory,2014,t,135300.0
Lettuce and chicory,2015,t,135500.0
Lettuce and chicory,2016,t,106551.0
Lettuce and chicory,2017,t,112368.0
Lettuce and chicory,2018,t,107428.0
Lettuce and chicory,2019,t,111591.87
Lettuce and chicory,2020,t,107424.0
Lettuce and chicory,2021,t,103160.58
Lettuce and chicory,2022,t,97612.25
Lettuce and chicory,2023,t,93028.35
Linseed,2000,t,39863.0
Linseed,2001,t,37506.0
Linseed,2002,t,15302.0
Linseed,2003,t,55798.0
Linseed,2004,t,51888.0
Linseed,2005,t,84551.0
Linseed,2006,t,44004.0
Linseed,2007,t,17423.0
Linseed,2008,t,29298.0
Linseed,2009,t,54175.0
Linseed,2010,t,71894.0
Linseed,2011,t,71083.0
Linseed,2012,t,41730.0
Linseed,2013,t,62131.0
Linseed,2014,t,39253.0
Linseed,2015,t,29000.0
Linseed,2016,t,48000.0
Linseed,2017,t,46000.0
Linseed,2018,t,43000.0
Linseed,2019,t,27000.0
Linseed,2020,t,57374.0
Linseed,2021,t,71248.0
Linseed,2022,t,48484.0
Linseed,2023,t,36194.0
Margarine and shortening,2000,t,388000.0
Margarine and shortening,2001,t,409200.0
Margarine and shortening,2002,t,415000.0
Margarine and shortening,2003,t,442000.0
Margarine and shortening,2004,t,431000.0
Margarine and shortening,2005,t,408800.0
Margarine and shortening,2006,t,350000.0
Margarine and shortening,2007,t,345000.0
Margarine and shortening,2008,t,343000.0
Margarine and shortening,2009,t,340000.0
Margarine and shortening,2010,t,330000.0
Margarine and shortening,2011,t,327000.0
Margarine and shortening,2012,t,321000.0
Margarine and shortening,2013,t,330000.0
Margarine and shortening,2014,t,328000.0
Margarine and shortening,2015,t,310000.0
Margarine and shortening,2016,t,290000.0
Margarine and shortening,2017,t,278000.0
Margarine and shortening,2018,t,275000.0
Margarine and shortening,2019,t,250000.0
Margarine and shortening,2020,t,255000.0
Margarine and shortening,2021,t,252000.0
Margarine and shortening,2022,t,239000.0
"Meat of cattle with the bone, fresh or chilled",2000,t,705000.0
"Meat of cattle with the bone, fresh or chilled",2001,t,645000.0
"Meat of cattle with the bone, fresh or chilled",2002,t,694000.0
"Meat of cattle with the bone, fresh or chilled",2003,t,699000.0
"Meat of cattle with the bone, fresh or chilled",2004,t,719000.0
"Meat of cattle with the bone, fresh or chilled",2005,t,762000.0
"Meat of cattle with the bone, fresh or chilled",2006,t,847281.0
"Meat of cattle with the bone, fresh or chilled",2007,t,882000.0
"Meat of cattle with the bone, fresh or chilled",2008,t,862000.0
"Meat of cattle with the bone, fresh or chilled",2009,t,833000.0
"Meat of cattle with the bone, fresh or chilled",2010,t,908000.0
"Meat of cattle with the bone, fresh or chilled",2011,t,936000.0
"Meat of cattle with the bone, fresh or chilled",2012,t,885000.0
"Meat of cattle with the bone, fresh or chilled",2013,t,847000.0
"Meat of cattle with the bone, fresh or chilled",2014,t,877000.0
"Meat of cattle with the bone, fresh or chilled",2015,t,885000.0
"Meat of cattle with the bone, fresh or chilled",2016,t,915000.0
"Meat of cattle with the bone, fresh or chilled",2017,t,905000.0
"Meat of cattle with the bone, fresh or chilled",2018,t,922000.0
"Meat of cattle with the bone, fresh or chilled",2019,t,914000.0
"Meat of cattle with the bone, fresh or chilled",2020,t,932000.0
"Meat of cattle with the bone, fresh or chilled",2021,t,906200.0
"Meat of cattle with the bone, fresh or chilled",2022,t,923400.0
"Meat of cattle with the bone, fresh or chilled",2023,t,900600.0
"Meat of chickens, fresh or chilled",2000,t,1214800.0
"Meat of chickens, fresh or chilled",2001,t,1262730.0
"Meat of chickens, fresh or chilled",2002,t,1272046.0
"Meat of chickens, fresh or chilled",2003,t,1294783.0
"Meat of chickens, fresh or chilled",2004,t,1294573.0
"Meat of chickens, fresh or chilled",2005,t,1333789.0
"Meat of chickens, fresh or chilled",2006,t,1288832.0
"Meat of chickens, fresh or chilled",2007,t,1270170.0
"Meat of chickens, fresh or chilled",2008,t,1259060.0
"Meat of chickens, fresh or chilled",2009,t,1270000.0
"Meat of chickens, fresh or chilled",2010,t,1376000.0
"Meat of chickens, fresh or chilled",2011,t,1353000.0
"Meat of chickens, fresh or chilled",2012,t,1379000.0
"Meat of chickens, fresh or chilled",2013,t,1443000.0
"Meat of chickens, fresh or chilled",2014,t,1442000.0
"Meat of chickens, fresh or chilled",2015,t,1521000.0
"Meat of chickens, fresh or chilled",2016,t,1608000.0
"Meat of chickens, fresh or chilled",2017,t,1660000.0
"Meat of chickens, fresh or chilled",2018,t,1750000.0
"Meat of chickens, fresh or chilled",2019,t,1726000.0
"Meat of chickens, fresh or chilled",2020,t,1794000.0
"Meat of chickens, fresh or chilled",2021,t,1841000.0
"Meat of chickens, fresh or chilled",2022,t,1846770.0
"Meat of chickens, fresh or chilled",2023,t,1851010.0
"Meat of ducks, fresh or chilled",2000,t,40500.0
"Meat of ducks, fresh or chilled",2001,t,47301.0
"Meat of ducks, fresh or chilled",2002,t,43540.0
"Meat of ducks, fresh or chilled",2003,t,43228.0
"Meat of ducks, fresh or chilled",2004,t,38538.0
"Meat of ducks, fresh or chilled",2005,t,41654.0
"Meat of ducks, fresh or chilled",2006,t,40520.0
"Meat of ducks, fresh or chilled",2007,t,35369.0
"Meat of ducks, fresh or chilled",2008,t,33082.0
"Meat of ducks, fresh or chilled",2009,t,29991.0
"Meat of ducks, fresh or chilled",2010,t,29600.0
"Meat of ducks, fresh or chilled",2011,t,33000.0
"Meat of ducks, fresh or chilled",2012,t,32000.0
"Meat of ducks, fresh or chilled",2013,t,30200.0
"Meat of ducks, fresh or chilled",2014,t,32100.0
"Meat of ducks, fresh or chilled",2015,t,29200.0
"Meat of ducks, fresh or chilled",2016,t,29600.0
"Meat of ducks, fresh or chilled",2017,t,30600.0
"Meat of ducks, fresh or chilled",2018,t,30400.0
"Meat of ducks, fresh or chilled",2019,t,28300.0
"Meat of ducks, fresh or chilled",2020,t,22700.0
"Meat of ducks, fresh or chilled",2021,t,21300.0
"Meat of ducks, fresh or chilled",2022,t,19700.0
"Meat of ducks, fresh or chilled",2023,t,18100.0
"Meat of geese, fresh or chilled",2000,t,2900.0
"Meat of geese, fresh or chilled",2001,t,2797.0
"Meat of geese, fresh or chilled",2002,t,2783.0
"Meat of geese, fresh or chilled",2003,t,2876.0
"Meat of geese, fresh or chilled",2004,t,2923.0
"Meat of geese, fresh or chilled",2005,t,2935.0
"Meat of geese, fresh or chilled",2006,t,3085.0
"Meat of geese, fresh or chilled",2007,t,2381.0
"Meat of geese, fresh or chilled",2008,t,1950.0
"Meat of geese, fresh or chilled",2009,t,2254.0
"Meat of geese, fresh or chilled",2010,t,2000.0
"Meat of geese, fresh or chilled",2011,t,2000.0
"Meat of geese, fresh or chilled",2012,t,1735.22
"Meat of geese, fresh or chilled",2013,t,1619.33
"Meat of geese, fresh or chilled",2014,t,1928.69
"Meat of geese, fresh or chilled",2015,t,2769.95
"Meat of geese, fresh or chilled",2016,t,2931.83
"Meat of geese, fresh or chilled",2017,t,3036.97
"Meat of geese, fresh or chilled",2018,t,2960.09
"Meat of geese, fresh or chilled",2019,t,2688.53
"Meat of geese, fresh or chilled",2020,t,2502.46
"Meat of geese, fresh or chilled",2021,t,2090.7
"Meat of geese, fresh or chilled",2022,t,2270.9
"Meat of geese, fresh or chilled",2023,t,2172.77
"Meat of pig with the bone, fresh or chilled",2000,t,899000.0
"Meat of pig with the bone, fresh or chilled",2001,t,777000.0
"Meat of pig with the bone, fresh or chilled",2002,t,774000.0
"Meat of pig with the bone, fresh or chilled",2003,t,716000.0
"Meat of pig with the bone, fresh or chilled",2004,t,708000.0
"Meat of pig with the bone, fresh or chilled",2005,t,706000.0
"Meat of pig with the bone, fresh or chilled",2006,t,696549.0
"Meat of pig with the bone, fresh or chilled",2007,t,739000.0
"Meat of pig with the bone, fresh or chilled",2008,t,740000.0
"Meat of pig with the bone, fresh or chilled",2009,t,720253.0
"Meat of pig with the bone, fresh or chilled",2010,t,758000.0
"Meat of pig with the bone, fresh or chilled",2011,t,806000.0
"Meat of pig with the bone, fresh or chilled",2012,t,825000.0
"Meat of pig with the bone, fresh or chilled",2013,t,833000.0
"Meat of pig with the bone, fresh or chilled",2014,t,863000.0
"Meat of pig with the bone, fresh or chilled",2015,t,900000.0
