food_label,years,unit,amount
"Rapeseed or canola oil, crude",2011,t,783100.0
"Rapeseed or canola oil, crude",2012,t,731700.0
"Rapeseed or canola oil, crude",2013,t,749000.0
"Rapeseed or canola oil, crude",2014,t,831200.0
"Rapeseed or canola oil, crude",2015,t,796500.0
"Rapeseed or canola oil, crude",2016,t,740700.0
"Rapeseed or canola oil, crude",2017,t,690200.0
"Rapeseed or canola oil, crude",2018,t,832900.0
"Rapeseed or canola oil, crude",2019,t,764200.0
"Rapeseed or canola oil, crude",2020,t,580500.0
"Rapeseed or canola oil, crude",2021,t,745400.0
"Rapeseed or canola oil, crude",2022,t,727900.0
Raspberries,2000,t,9800.0
Raspberries,2001,t,7700.0
Raspberries,2002,t,7300.0
Raspberries,2003,t,8500.0
Raspberries,2004,t,10000.0
Raspberries,2005,t,12200.0
Raspberries,2006,t,12220.0
Raspberries,2007,t,14800.0
Raspberries,2008,t,15500.0
Raspberries,2009,t,15300.0
Raspberries,2010,t,17000.0
Raspberries,2011,t,15546.0
Raspberries,2012,t,15578.0
Raspberries,2013,t,14569.0
Raspberries,2014,t,17765.0
Raspberries,2015,t,17242.0
Raspberries,2016,t,14908.0
Raspberries,2017,t,16490.0
Raspberries,2018,t,15799.0
Raspberries,2019,t,17332.0
Raspberries,2020,t,14980.0
Raspberries,2021,t,15694.0
Raspberries,2022,t,16342.99
Raspberries,2023,t,15952.53
Raw cane or beet sugar (centrifugal only),2000,t,1440300.0
Raw cane or beet sugar (centrifugal only),2001,t,1328300.0
Raw cane or beet sugar (centrifugal only),2002,t,1554400.0
Raw cane or beet sugar (centrifugal only),2003,t,1487000.0
Raw cane or beet sugar (centrifugal only),2004,t,1510900.0
Raw cane or beet sugar (centrifugal only),2005,t,1457700.0
Raw cane or beet sugar (centrifugal only),2006,t,1258000.0
Raw cane or beet sugar (centrifugal only),2007,t,1141000.0
Raw cane or beet sugar (centrifugal only),2008,t,1296000.0
Raw cane or beet sugar (centrifugal only),2009,t,1391000.0
Raw cane or beet sugar (centrifugal only),2010,t,1082000.0
Raw cane or beet sugar (centrifugal only),2011,t,1429000.0
Raw cane or beet sugar (centrifugal only),2012,t,1244000.0
Raw cane or beet sugar (centrifugal only),2013,t,1439000.0
Raw cane or beet sugar (centrifugal only),2014,t,1445000.0
Raw cane or beet sugar (centrifugal only),2015,t,978000.0
Raw cane or beet sugar (centrifugal only),2016,t,897000.0
Raw cane or beet sugar (centrifugal only),2017,t,1364000.0
Raw cane or beet sugar (centrifugal only),2018,t,1148115.0
Raw cane or beet sugar (centrifugal only),2019,t,1188800.0
Raw cane or beet sugar (centrifugal only),2020,t,905536.0
Raw cane or beet sugar (centrifugal only),2021,t,1038000.0
Raw cane or beet sugar (centrifugal only),2022,t,818000.0
Raw hides and skins of cattle,2000,t,65277.78
Raw hides and skins of cattle,2001,t,59722.22
Raw hides and skins of cattle,2002,t,64259.26
Raw hides and skins of cattle,2003,t,64722.22
Raw hides and skins of cattle,2004,t,66574.07
Raw hides and skins of cattle,2005,t,70555.56
Raw hides and skins of cattle,2006,t,78451.94
Raw hides and skins of cattle,2007,t,81666.67
Raw hides and skins of cattle,2008,t,79814.81
Raw hides and skins of cattle,2009,t,77129.63
Raw hides and skins of cattle,2010,t,84074.07
Raw hides and skins of cattle,2011,t,86666.67
Raw hides and skins of cattle,2012,t,81944.44
Raw hides and skins of cattle,2013,t,78425.93
Raw hides and skins of cattle,2014,t,81203.7
Raw hides and skins of cattle,2015,t,81944.44
Raw hides and skins of cattle,2016,t,84722.22
Raw hides and skins of cattle,2017,t,83796.3
Raw hides and skins of cattle,2018,t,85370.37
Raw hides and skins of cattle,2019,t,84629.63
Raw hides and skins of cattle,2020,t,86296.3
Raw hides and skins of cattle,2021,t,83907.41
Raw hides and skins of cattle,2022,t,85500.0
Raw hides and skins of cattle,2023,t,83388.89
Raw hides and skins of sheep or lambs,2000,t,82607.84
Raw hides and skins of sheep or lambs,2001,t,57588.24
Raw hides and skins of sheep or lambs,2002,t,66215.69
Raw hides and skins of sheep or lambs,2003,t,65352.94
Raw hides and skins of sheep or lambs,2004,t,67294.12
Raw hides and skins of sheep or lambs,2005,t,71392.16
Raw hides and skins of sheep or lambs,2006,t,71931.37
Raw hides and skins of sheep or lambs,2007,t,71068.63
Raw hides and skins of sheep or lambs,2008,t,71521.57
Raw hides and skins of sheep or lambs,2009,t,67531.37
Raw hides and skins of sheep or lambs,2010,t,61858.82
Raw hides and skins of sheep or lambs,2011,t,64856.86
Raw hides and skins of sheep or lambs,2012,t,59313.73
Raw hides and skins of sheep or lambs,2013,t,62333.33
Raw hides and skins of sheep or lambs,2014,t,64274.51
Raw hides and skins of sheep or lambs,2015,t,65137.25
Raw hides and skins of sheep or lambs,2016,t,62764.71
Raw hides and skins of sheep or lambs,2017,t,64490.2
Raw hides and skins of sheep or lambs,2018,t,62333.33
Raw hides and skins of sheep or lambs,2019,t,66215.69
Raw hides and skins of sheep or lambs,2020,t,63843.14
Raw hides and skins of sheep or lambs,2021,t,61039.22
Raw hides and skins of sheep or lambs,2022,t,62807.84
Raw hides and skins of sheep or lambs,2023,t,61686.27
Raw milk of cattle,2000,t,14488000.0
Raw milk of cattle,2001,t,14707000.0
Raw milk of cattle,2002,t,14869000.0
Raw milk of cattle,2003,t,15010000.0
Raw milk of cattle,2004,t,14555000.0
Raw milk of cattle,2005,t,14473000.0
Raw milk of cattle,2006,t,14316000.0
Raw milk of cattle,2007,t,14023000.0
Raw milk of cattle,2008,t,13719000.0
Raw milk of cattle,2009,t,13852000.0
Raw milk of cattle,2010,t,14071000.0
Raw milk of cattle,2011,t,13849000.0
Raw milk of cattle,2012,t,13843000.0
Raw milk of cattle,2013,t,13935000.0
Raw milk of cattle,2014,t,15050000.0
Raw milk of cattle,2015,t,15324000.0
Raw milk of cattle,2016,t,14662000.0
Raw milk of cattle,2017,t,15267000.0
Raw milk of cattle,2018,t,15311000.0
Raw milk of cattle,2019,t,15671450.0
Raw milk of cattle,2020,t,15685870.0
Raw milk of cattle,2021,t,15890600.0
Raw milk of cattle,2022,t,15757400.0
Raw milk of cattle,2023,t,15759500.0
Rye,2000,t,44000.0
Rye,2001,t,23000.0
Rye,2002,t,29000.0
Rye,2003,t,25200.0
Rye,2004,t,32500.0
Rye,2005,t,39500.0
Rye,2006,t,42700.0
Rye,2007,t,34200.0
Rye,2008,t,31542.0
Rye,2009,t,36000.0
Rye,2010,t,38000.0
Rye,2011,t,37000.0
Rye,2012,t,33000.0
Rye,2013,t,35000.0
Rye,2014,t,55899.0
Rye,2015,t,56534.0
Rye,2016,t,48563.0
Rye,2017,t,50890.0
Rye,2018,t,95366.0
Rye,2019,t,74850.0
Rye,2020,t,72450.0
Rye,2021,t,194009.0
Rye,2022,t,242207.0
Rye,2023,t,183543.0
Sheep,2000,An,42264000.0
Sheep,2001,An,36716000.0
Sheep,2002,An,35834280.0
Sheep,2003,An,35846000.0
Sheep,2004,An,35848000.0
Sheep,2005,An,35253048.0
Sheep,2006,An,34722000.0
Sheep,2007,An,33946000.0
Sheep,2008,An,33131000.0
Sheep,2009,An,31445000.0
Sheep,2010,An,31084000.0
Sheep,2011,An,31634000.0
Sheep,2012,An,32215000.0
Sheep,2013,An,32856000.0
Sheep,2014,An,33743000.0
Sheep,2015,An,33337000.0
Sheep,2016,An,33943000.0
Sheep,2017,An,34832000.0
Sheep,2018,An,33781000.0
Sheep,2019,An,33580000.0
Sheep,2020,An,32697000.0
Sheep,2021,An,32957000.0
Sheep,2022,An,33173748.0
Sheep,2023,An,31802536.0
"Sheep fat, unrendered",2000,t,20276.47
"Sheep fat, unrendered",2001,t,14135.29
"Sheep fat, unrendered",2002,t,16252.94
"Sheep fat, unrendered",2003,t,16041.18
"Sheep fat, unrendered",2004,t,16517.65
"Sheep fat, unrendered",2005,t,17523.53
"Sheep fat, unrendered",2006,t,17655.88
"Sheep fat, unrendered",2007,t,17444.12
"Sheep fat, unrendered",2008,t,17555.29
"Sheep fat, unrendered",2009,t,16575.88
"Sheep fat, unrendered",2010,t,15183.53
"Sheep fat, unrendered",2011,t,15919.41
"Sheep fat, unrendered",2012,t,14558.82
"Sheep fat, unrendered",2013,t,15300.0
"Sheep fat, unrendered",2014,t,15776.47
"Sheep fat, unrendered",2015,t,15988.24
"Sheep fat, unrendered",2016,t,15405.88
"Sheep fat, unrendered",2017,t,15829.41
"Sheep fat, unrendered",2018,t,15300.0
"Sheep fat, unrendered",2019,t,16252.94
"Sheep fat, unrendered",2020,t,15670.59
"Sheep fat, unrendered",2021,t,14982.35
"Sheep fat, unrendered",2022,t,15416.47
"Sheep fat, unrendered",2023,t,15141.18
"Shorn wool, greasy, including fleece-washed shorn wool",2000,t,64000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2001,t,55000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2002,t,60000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2003,t,60000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2004,t,60000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2005,t,60000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2006,t,61041.89
"Shorn wool, greasy, including fleece-washed shorn wool",2007,t,62000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2008,t,63151.71
"Shorn wool, greasy, including fleece-washed shorn wool",2009,t,64335.67
"Shorn wool, greasy, including fleece-washed shorn wool",2010,t,67000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2011,t,67500.0
"Shorn wool, greasy, including fleece-washed shorn wool",2012,t,68000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2013,t,68000.0
"Shorn wool, greasy, including fleece-washed shorn wool",2014,t,67425.75
"Shorn wool, greasy, including fleece-washed shorn wool",2015,t,68390.26
"Shorn wool, greasy, including fleece-washed shorn wool",2016,t,68790.9
"Shorn wool, greasy, including fleece-washed shorn wool",2017,t,68903.64
"Shorn wool, greasy, including fleece-washed shorn wool",2018,t,69282.21
"Shorn wool, greasy, including fleece-washed shorn wool",2019,t,69648.92
"Shorn wool, greasy, including fleece-washed shorn wool",2020,t,70148.86
"Shorn wool, greasy, including fleece-washed shorn wool",2021,t,70798.63
"Shorn wool, greasy, including fleece-washed shorn wool",2022,t,71240.17
"Shorn wool, greasy, including fleece-washed shorn wool",2023,t,71689.67
Skim milk and whey powder,2000,t,83000.0
Skim milk and whey powder,2001,t,71000.0
Skim milk and whey powder,2002,t,87000.0
Skim milk and whey powder,2003,t,115000.0
Skim milk and whey powder,2004,t,88000.0
Skim milk and whey powder,2005,t,69000.0
Skim milk and whey powder,2006,t,65000.0
Skim milk and whey powder,2007,t,67000.0
Skim milk and whey powder,2008,t,51300.0
Skim milk and whey powder,2009,t,61700.0
Skim milk and whey powder,2010,t,65300.0
Skim milk and whey powder,2011,t,66600.0
Skim milk and whey powder,2012,t,50300.0
Skim milk and whey powder,2013,t,66600.0
Skim milk and whey powder,2014,t,90510.17
Skim milk and whey powder,2015,t,99282.43
Skim milk and whey powder,2016,t,85814.17
Skim milk and whey powder,2017,t,102866.1
Skim milk and whey powder,2018,t,103838.33
Skim milk and whey powder,2019,t,97690.46
Skim milk and whey powder,2020,t,100054.54
Skim milk and whey powder,2021,t,112015.52
Skim milk and whey powder,2022,t,108667.04
Skim milk of cows,2000,t,3313800.0
Skim milk of cows,2001,t,3083400.0
Skim milk of cows,2002,t,3449700.0
Skim milk of cows,2003,t,3521700.0
Skim milk of cows,2004,t,3047850.0
Skim milk of cows,2005,t,3168900.0
Skim milk of cows,2006,t,2869110.0
Skim milk of cows,2007,t,2725740.0
Skim milk of cows,2008,t,2544300.0
Skim milk of cows,2009,t,2683800.0
Skim milk of cows,2010,t,2725200.0
Skim milk of cows,2011,t,2924100.0
Skim milk of cows,2012,t,3439800.0
Skim milk of cows,2013,t,3259800.0
Skim milk of cows,2014,t,3276588.33
Skim milk of cows,2015,t,3356922.86
Skim milk of cows,2016,t,3122989.94
Skim milk of cows,2017,t,3325606.62
Skim milk of cows,2018,t,3133478.72
Skim milk of cows,2019,t,3256371.78
Skim milk of cows,2020,t,3217786.07
Skim milk of cows,2021,t,3600217.52
Skim milk of cows,2022,t,3518313.06
"Skim milk, condensed",2000,t,100000.0
"Skim milk, condensed",2001,t,100000.0
"Skim milk, condensed",2002,t,100000.0
"Skim milk, condensed",2003,t,100000.0
"Skim milk, condensed",2004,t,100000.0
"Skim milk, condensed",2005,t,100000.0
"Skim milk, condensed",2006,t,79000.0
"Skim milk, condensed",2007,t,76500.0
"Skim milk, condensed",2008,t,77000.0
"Skim milk, condensed",2009,t,74300.0
"Skim milk, condensed",2010,t,75500.0
"Skim milk, condensed",2011,t,78200.0
"Skim milk, condensed",2012,t,77300.0
"Skim milk, condensed",2013,t,77600.0
"Skim milk, condensed",2014,t,116385.27
"Skim milk, condensed",2015,t,131490.45
"Skim milk, condensed",2016,t,107915.44
"Skim milk, condensed",2017,t,132607.5
"Skim milk, condensed",2018,t,133973.32
"Skim milk, condensed",2019,t,126041.28
"Skim milk, condensed",2020,t,129091.43
"Skim milk, condensed",2021,t,144523.61
"Skim milk, condensed",2022,t,140203.36
Soya bean oil,2000,t,143400.0
Soya bean oil,2001,t,140100.0
Soya bean oil,2002,t,144500.0
Soya bean oil,2003,t,143200.0
Soya bean oil,2004,t,112700.0
Soya bean oil,2005,t,119000.0
Soya bean oil,2006,t,109500.0
Soya bean oil,2007,t,120200.0
Soya bean oil,2008,t,101800.0
Soya bean oil,2009,t,124800.0
Soya bean oil,2010,t,120900.0
Soya bean oil,2011,t,129100.0
Soya bean oil,2012,t,127400.0
Soya bean oil,2013,t,122200.0
Soya bean oil,2014,t,129400.0
Soya bean oil,2015,t,117500.0
Soya bean oil,2016,t,137100.0
Soya bean oil,2017,t,122400.0
Soya bean oil,2018,t,143000.0
Soya bean oil,2019,t,138900.0
Soya bean oil,2020,t,146700.0
Soya bean oil,2021,t,122700.0
Soya bean oil,2022,t,154700.0
Strawberries,2000,t,37300.0
Strawberries,2001,t,36600.0
Strawberries,2002,t,41400.0
Strawberries,2003,t,47100.0
Strawberries,2004,t,52500.0
Strawberries,2005,t,68600.0
Strawberries,2006,t,73900.0
Strawberries,2007,t,92100.0
Strawberries,2008,t,104900.0
Strawberries,2009,t,109900.0
Strawberries,2010,t,102900.0
Strawberries,2011,t,101859.0
Strawberries,2012,t,94843.0
Strawberries,2013,t,93888.0
Strawberries,2014,t,104411.0
Strawberries,2015,t,115494.0
Strawberries,2016,t,120327.0
Strawberries,2017,t,127420.0
Strawberries,2018,t,140710.0
Strawberries,2019,t,143524.0
Strawberries,2020,t,129633.0
Strawberries,2021,t,114614.0
Strawberries,2022,t,119143.36
Strawberries,2023,t,106432.94
Sugar beet,2000,t,9079000.0
Sugar beet,2001,t,8335000.0
Sugar beet,2002,t,9557000.0
Sugar beet,2003,t,9168000.0
Sugar beet,2004,t,9042000.0
Sugar beet,2005,t,8687000.0
Sugar beet,2006,t,7400000.0
Sugar beet,2007,t,6733000.0
Sugar beet,2008,t,7641000.0
Sugar beet,2009,t,8457000.0
Sugar beet,2010,t,6527489.0
Sugar beet,2011,t,8504000.0
Sugar beet,2012,t,7291119.0
Sugar beet,2013,t,8430000.0
Sugar beet,2014,t,9310000.0
Sugar beet,2015,t,6218000.0
Sugar beet,2016,t,5687000.0
Sugar beet,2017,t,8918000.0
Sugar beet,2018,t,7600000.0
Sugar beet,2019,t,7763000.0
Sugar beet,2020,t,5984000.0
Sugar beet,2021,t,7363561.0
Sugar beet,2022,t,5574419.0
Sugar beet,2023,t,7745929.0
"Sunflower-seed oil, crude",2000,t,360.0
"Sunflower-seed oil, crude",2001,t,1100.0
"Sunflower-seed oil, crude",2002,t,1300.0
"Sunflower-seed oil, crude",2003,t,1500.0
"Sunflower-seed oil, crude",2004,t,0.0
"Sunflower-seed oil, crude",2005,t,0.0
"Sunflower-seed oil, crude",2006,t,0.0
"Sunflower-seed oil, crude",2007,t,0.0
"Sunflower-seed oil, crude",2008,t,0.0
"Sunflower-seed oil, crude",2009,t,0.0
"Sunflower-seed oil, crude",2010,t,0.0
"Sunflower-seed oil, crude",2011,t,0.0
"Sunflower-seed oil, crude",2012,t,0.0
"Sunflower-seed oil, crude",2013,t,0.0
"Sunflower-seed oil, crude",2014,t,0.0
"Sunflower-seed oil, crude",2015,t,0.0
"Sunflower-seed oil, crude",2016,t,0.0
"Sunflower-seed oil, crude",2017,t,0.0
"Sunflower-seed oil, crude",2018,t,0.0
Swine / pigs,2000,An,6482000.0
Swine / pigs,2001,An,5845000.0
Swine / pigs,2002,An,5588000.0
Swine / pigs,2003,An,5046800.0
Swine / pigs,2004,An,5160600.0
Swine / pigs,2005,An,4863600.0
Swine / pigs,2006,An,4933000.0
Swine / pigs,2007,An,4834000.0
Swine / pigs,2008,An,4714000.0
Swine / pigs,2009,An,4540000.0
Swine / pigs,2010,An,4460000.0
Swine / pigs,2011,An,4441000.0
Swine / pigs,2012,An,4481000.0
Swine / pigs,2013,An,4885000.0
Swine / pigs,2014,An,4815000.0
Swine / pigs,2015,An,4739000.0
Swine / pigs,2016,An,4866000.0
Swine / pigs,2017,An,4969000.0
Swine / pigs,2018,An,5055000.0
Swine / pigs,2019,An,5078000.0
Swine / pigs,2020,An,5055000.0
Swine / pigs,2021,An,5323000.0
Swine / pigs,2022,An,5220443.0
Swine / pigs,2023,An,4683319.0
Tallow,2000,t,148400.0
Tallow,2001,t,153000.0
Tallow,2002,t,151000.0
Tallow,2003,t,162000.0
Tallow,2004,t,168000.0
Tallow,2005,t,160000.0
Tallow,2006,t,135000.0
Tallow,2007,t,139500.0
Tallow,2008,t,137800.0
Tallow,2009,t,133900.0
Tallow,2010,t,141200.0
Tallow,2011,t,144400.0
Tallow,2012,t,139200.0
Tallow,2013,t,137500.0
Tallow,2014,t,142200.0
Tallow,2015,t,144800.0
Tallow,2016,t,147500.0
Tallow,2017,t,179700.0
Tallow,2018,t,181300.0
Tallow,2019,t,184900.0
Tallow,2020,t,187900.0
Tallow,2021,t,183400.0
Tallow,2022,t,189200.0
Tomatoes,2000,t,113100.0
Tomatoes,2001,t,109100.0
Tomatoes,2002,t,100900.0
Tomatoes,2003,t,76840.0
Tomatoes,2004,t,78290.0
Tomatoes,2005,t,79540.0
Tomatoes,2006,t,84100.0
Tomatoes,2007,t,85600.0
Tomatoes,2008,t,88690.0
Tomatoes,2009,t,86800.0
Tomatoes,2010,t,89320.0
Tomatoes,2011,t,89800.0
Tomatoes,2012,t,83000.0
Tomatoes,2013,t,91100.0
Tomatoes,2014,t,98500.0
Tomatoes,2015,t,97200.0
Tomatoes,2016,t,96556.0
Tomatoes,2017,t,85508.0
Tomatoes,2018,t,66893.0
Tomatoes,2019,t,60861.07
Tomatoes,2020,t,65222.1
Tomatoes,2021,t,68319.11
Tomatoes,2022,t,68325.5
Tomatoes,2023,t,63441.68
Triticale,2000,t,96000.0
Triticale,2001,t,65000.0
Triticale,2002,t,65000.0
Triticale,2003,t,60770.0
Triticale,2004,t,62200.0
Triticale,2005,t,52900.0
Triticale,2006,t,60700.0
Triticale,2007,t,65000.0
Triticale,2008,t,81303.0
Triticale,2009,t,65000.0
Triticale,2010,t,70000.0
Triticale,2011,t,60000.0
Triticale,2012,t,49000.0
Triticale,2013,t,45000.0
Triticale,2014,t,49909.0
Triticale,2015,t,42909.0
Triticale,2016,t,42936.0
Triticale,2017,t,44573.0
Triticale,2018,t,42350.0
Triticale,2019,t,58292.0
Triticale,2020,t,48568.0
Triticale,2021,t,59662.0
Triticale,2022,t,45633.0
Triticale,2023,t,43602.0
Turkeys,2000,1000 An,12215.0
Turkeys,2001,1000 An,12803.0
Turkeys,2002,1000 An,11193.0
Turkeys,2003,1000 An,7522.0
Turkeys,2004,1000 An,7297.0
Turkeys,2005,1000 An,6935.0
Turkeys,2006,1000 An,6123.0
Turkeys,2007,1000 An,3832.0
Turkeys,2008,1000 An,5514.0
Turkeys,2009,1000 An,4400.0
Turkeys,2010,1000 An,3900.0
Turkeys,2011,1000 An,3930.0
Turkeys,2012,1000 An,3747.0
Turkeys,2013,1000 An,4100.0
Turkeys,2014,1000 An,3800.0
Turkeys,2015,1000 An,4300.0
Turkeys,2016,1000 An,4200.0
Turkeys,2017,1000 An,4100.0
Turkeys,2018,1000 An,4100.0
Turkeys,2019,1000 An,3900.0
Turkeys,2020,1000 An,3700.0
Turkeys,2021,1000 An,3800.0
Turkeys,2022,1000 An,3700.0
Turkeys,2023,1000 An,2500.0
Wheat,2000,t,16703526.0
Wheat,2001,t,11580107.0
Wheat,2002,t,15972556.0
Wheat,2003,t,14281852.0
Wheat,2004,t,15473000.0
Wheat,2005,t,14863000.0
Wheat,2006,t,14755222.0
Wheat,2007,t,13220620.0
Wheat,2008,t,17227051.0
Wheat,2009,t,14075596.0
Wheat,2010,t,14877835.0
Wheat,2011,t,15257083.0
Wheat,2012,t,13261000.0
Wheat,2013,t,11921304.0
Wheat,2014,t,16606009.0
Wheat,2015,t,16444000.0
Wheat,2016,t,14383000.0
Wheat,2017,t,14837000.0
Wheat,2018,t,13555000.0
Wheat,2019,t,16225000.0
Wheat,2020,t,9658000.0
Wheat,2021,t,13988000.0
Wheat,2022,t,15540000.0
Wheat,2023,t,13980000.0
"Whey, condensed",2000,t,20000.0
"Whey, condensed",2001,t,13000.0
"Whey, condensed",2002,t,14000.0
"Whey, condensed",2003,t,11800.0
"Whey, condensed",2004,t,16800.0
"Whey, condensed",2005,t,14000.0
"Whey, condensed",2006,t,12500.0
"Whey, condensed",2007,t,12800.0
"Whey, condensed",2008,t,8000.0
"Whey, condensed",2009,t,2000.0
"Whey, condensed",2010,t,6500.0
"Whey, condensed",2011,t,3000.0
"Whey, condensed",2012,t,3000.0
"Whey, condensed",2013,t,3500.0
"Whey, condensed",2014,t,3284.83
"Whey, condensed",2015,t,3524.75
"Whey, condensed",2016,t,3530.86
"Whey, condensed",2017,t,3402.34
"Whey, condensed",2018,t,3894.5
"Whey, condensed",2019,t,7013.35
"Whey, condensed",2020,t,10998.29
"Whey, condensed",2021,t,10482.7
"Whey, condensed",2022,t,10695.61
"Whey, dry",2000,t,55600.0
"Whey, dry",2001,t,56000.0
"Whey, dry",2002,t,56000.0
"Whey, dry",2003,t,56000.0
"Whey, dry",2004,t,56000.0
"Whey, dry",2005,t,85000.0
"Whey, dry",2006,t,85000.0
"Whey, dry",2007,t,85000.0
"Whey, dry",2008,t,88000.0
"Whey, dry",2009,t,85000.0
"Whey, dry",2010,t,76000.0
"Whey, dry",2011,t,80000.0
"Whey, dry",2012,t,75000.0
"Whey, dry",2013,t,65000.0
"Whey, dry",2014,t,76227.89
"Whey, dry",2015,t,77653.32
"Whey, dry",2016,t,74672.24
"Whey, dry",2017,t,75215.13
"Whey, dry",2018,t,81053.13
"Whey, dry",2019,t,83472.71
"Whey, dry",2020,t,80049.31
"Whey, dry",2021,t,67276.44
"Whey, dry",2022,t,68642.9
Whole milk powder,2000,t,105000.0
Whole milk powder,2001,t,87000.0
Whole milk powder,2002,t,105000.0
Whole milk powder,2003,t,102000.0
Whole milk powder,2004,t,80000.0
Whole milk powder,2005,t,52000.0
Whole milk powder,2006,t,49000.0
Whole milk powder,2007,t,50000.0
Whole milk powder,2008,t,43000.0
Whole milk powder,2009,t,40000.0
Whole milk powder,2010,t,45000.0
Whole milk powder,2011,t,45000.0
Whole milk powder,2012,t,35000.0
Whole milk powder,2013,t,45000.0
Whole milk powder,2014,t,61734.07
Whole milk powder,2015,t,67935.58
Whole milk powder,2016,t,58406.79
Whole milk powder,2017,t,70186.51
Whole milk powder,2018,t,70858.25
Whole milk powder,2019,t,66663.0
Whole milk powder,2020,t,68276.22
Whole milk powder,2021,t,76438.28
Whole milk powder,2022,t,74153.3
"Whole milk, evaporated",2000,t,62000.0
"Whole milk, evaporated",2001,t,61000.0
"Whole milk, evaporated",2002,t,74000.0
"Whole milk, evaporated",2003,t,58000.0
"Whole milk, evaporated",2004,t,61000.0
"Whole milk, evaporated",2005,t,43000.0
"Whole milk, evaporated",2006,t,34000.0
"Whole milk, evaporated",2007,t,32500.0
"Whole milk, evaporated",2008,t,33000.0
"Whole milk, evaporated",2009,t,30000.0
"Whole milk, evaporated",2010,t,25000.0
"Whole milk, evaporated",2011,t,30000.0
"Whole milk, evaporated",2012,t,27000.0
"Whole milk, evaporated",2013,t,27000.0
"Whole milk, evaporated",2014,t,28819.93
"Whole milk, evaporated",2015,t,28828.92
"Whole milk, evaporated",2016,t,27832.92
"Whole milk, evaporated",2017,t,28622.35
"Whole milk, evaporated",2018,t,29574.36
"Whole milk, evaporated",2019,t,30185.44
"Whole milk, evaporated",2020,t,29827.76
"Whole milk, evaporated",2021,t,31131.12
"Whole milk, evaporated",2022,t,31103.82
Wine,2000,t,1319.0
Wine,2001,t,1484.0
Wine,2002,t,955.0
Wine,2003,t,1450.0
Wine,2004,t,1274.0
Wine,2005,t,1314.0
Wine,2006,t,1267.0
Wine,2007,t,1370.0
Wine,2008,t,1348.0
Wine,2009,t,1268.0
Wine,2010,t,1290.0
Wine,2011,t,1590.0
Wine,2012,t,1219.0
Wine,2013,t,425.0
Wine,2014,t,448.03
Wine,2015,t,440.35
Wine,2016,t,466.36
Wine,2017,t,467.47
Wine,2018,t,468.97
Wine,2019,t,486.0
Wine,2020,t,545.18
Wine,2021,t,354.1
Wine,2022,t,407.54
